time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) ,Appl:Electricity [kW](Hourly),Total:Electricity [kW](Hourly),hour,weekday,month
2013-06-20 00:00:00,0.692774237246,0.0198201499944,0.0,0.0,0.0961399224435,0.0306156298491,0.126755552293,0.0306156298491,0.0911816699856,0.0196429501656,0.0834923761498,0.287752143518,0.0673055451346,0.0,1.5460958066287,0,3,6
2013-06-20 01:00:00,0.579326519803,0.0195903511539,0.0,0.0,0.0571883339797,0.0182116711053,0.075400005085,0.0182116711053,0.0597397197629,0.0128695235716,0.0716845669617,0.284415886781,0.0585728176407,0.0,1.2552110669501,1,3,6
2013-06-20 02:00:00,0.51550738755,0.0193145925452,0.0,0.0,0.0155511232664,0.00499106171268,0.0205421849791,0.00499106171268,0.0597397197629,0.0128695235716,0.0641951005342,0.280412378698,0.0611044800042,0.0,1.05921861433696,2,3,6
2013-06-20 03:00:00,0.520076399085,0.0185849812266,0.0,0.0,0.0,0.0,0.0,0.0,0.0597397197629,0.0128695235716,0.0735359875481,0.269819763559,0.0874674046424,0.0,1.0420937793956,3,3,6
2013-06-20 04:00:00,0.685064627875,0.0207393453564,0.0,0.0,0.0,0.0,0.0,0.0,0.0628839163785,0.0135468669175,0.0853631352956,0.301097170464,0.20552953882,0.0,1.374224601107,4,3,6
2013-06-20 05:00:00,1.04105873391,0.0239622740947,0.0,0.0,0.0097597722816,0.00305998947695,0.0128197617586,0.00305998947695,0.0848932926875,0.0182882669062,0.135604734988,0.347888171192,0.424920506375,0.0,2.1053154931474998,5,3,6
2013-06-20 06:00:00,1.34508588301,0.025461711529,0.0,0.0,0.0678442798216,0.0208073934784,0.0886516733,0.0208073934784,0.135200470403,0.0291257673051,0.208909382217,0.369657246397,0.481897343388,0.0,2.7934485443275,6,3,6
2013-06-20 07:00:00,1.36790587849,0.0215264063852,0.0,0.0,0.14111660577,0.0422472349463,0.183363840716,0.0422472349463,0.100614275765,0.0216749836356,0.269481251481,0.312523849786,0.463603677109,0.0,2.9663052390303997,7,3,6
2013-06-20 08:00:00,1.38182728383,0.01832071256,0.0,0.0,0.222178503351,0.0645455847748,0.286724088126,0.0645455847748,0.0565955311138,0.0121921802258,0.330413434083,0.265983068313,0.41327498197,0.0,3.1166009531221994,8,3,6
2013-06-20 09:00:00,1.56104849254,0.018751585386,0.0,0.0,0.396421028744,0.112666493431,0.509087522175,0.112666493431,0.0503071378827,0.010837493534,0.346380073072,0.272238549693,0.355553716188,0.0,3.7459585860767,9,3,6
2013-06-20 10:00:00,1.63814089916,0.018757330357,0.0,0.0,0.48989665139,0.136103104382,0.625999755772,0.136103104382,0.0471629412671,0.0101601501881,0.36061507566,0.272321956112,0.305237020164,0.0,4.0404979888342,10,3,6
2013-06-20 11:00:00,1.73850151866,0.0184413569513,0.0,0.0,0.612713912972,0.168065061005,0.780778973977,0.168065061005,0.0471629412671,0.0101601501881,0.350008238641,0.267734603099,0.26601261149,54.7331477227,59.1607921519555,11,3,6
2013-06-20 12:00:00,1.87105243116,0.0190790487337,0.0,0.0,0.753287859543,0.20394211877,0.957229978313,0.20394211877,0.0471629412671,0.0101601501881,0.319023623067,0.276992715543,0.243839022785,103.157807617,108.0635196251399,12,3,6
2013-06-20 13:00:00,2.00734372945,0.0201533583131,0.0,0.0,0.883318827067,0.242302909882,1.12562173695,0.242302909882,0.0471629412671,0.0101601501881,0.294229243714,0.292589715786,0.220935941541,62.56326931,67.9493907740403,13,3,6
2013-06-20 14:00:00,2.002730469,0.0212736276606,0.0,0.0,0.843070998933,0.247500728456,1.09057172739,0.247500728456,0.0503071378827,0.010837493534,0.301025880583,0.308853967376,0.22449026223,0.0,5.3481630215013,14,3,6
2013-06-20 15:00:00,2.15043502767,0.0251629730363,0.0,0.0,0.85738655434,0.254525490942,1.11191204528,0.254525490942,0.0503071378827,0.010837493534,0.34261694473,0.36532011264,0.252797293601,0.0,5.675826564597999,15,3,6
2013-06-20 16:00:00,2.46250598702,0.0305689907594,0.0,0.0,0.921415259281,0.27039444698,1.19180970626,0.27039444698,0.0628839163785,0.0135468669175,0.418947458642,0.443805552365,0.314868486456,0.0,6.401141118039401,16,3,6
2013-06-20 17:00:00,2.55026911502,0.0331886975413,0.0,0.0,0.884342680673,0.2595095503,1.14385223097,0.2595095503,0.100614275765,0.0216749836356,0.382083699719,0.48183887916,0.373561045763,0.0,6.4904447088468995,17,3,6
2013-06-20 18:00:00,2.40620659163,0.0342572621497,0.0,0.0,0.734081522063,0.22221927907,0.956300801133,0.22221927907,0.194940174233,0.0419952840119,0.314732295471,0.497352472985,0.384241563802,0.0,6.0085465256186,18,3,6
2013-06-20 19:00:00,2.41851878546,0.0354349812073,0.0,0.0,0.638625395818,0.193267203232,0.831892599051,0.193267203232,0.34900577653,0.075185118257,0.281807004861,0.514450788759,0.349533498,0.0,5.8809883544073,19,3,6
2013-06-20 20:00:00,2.42045881602,0.0346077053815,0.0,0.0,0.544881961086,0.166577996046,0.711459957132,0.166577996046,0.506215527643,0.109052285551,0.266994745381,0.502440264508,0.307652035803,0.0,5.736919290597499,20,3,6
2013-06-20 21:00:00,1.98903656337,0.0299485338901,0.0,0.0,0.429076304271,0.13225361879,0.56132992306,0.13225361879,0.424466463437,0.0914413516933,0.216471390852,0.434797659176,0.24388577515,0.0,4.684961202479401,21,3,6
2013-06-20 22:00:00,1.48238540056,0.0260247186883,0.0,0.0,0.309892864626,0.0964294666045,0.406322331231,0.0964294666045,0.295554449998,0.0636702676475,0.146949064735,0.377831075402,0.175414211551,0.0,3.476903317647799,22,3,6
2013-06-20 23:00:00,0.990340343241,0.0215264063852,0.0,0.0,0.212394386776,0.066089319397,0.278483706173,0.066089319397,0.150921453481,0.0325124840344,0.0979160521221,0.312523849786,0.101338797645,0.0,2.3301361184377,23,3,6
2013-06-21 00:00:00,0.751389306257,0.0198201499944,0.0,0.0,0.141243148002,0.0442848528791,0.185528000881,0.0442848528791,0.0911816699856,0.0196429501656,0.0834923761498,0.287752143518,0.0671481655572,0.0,1.7357676162687998,0,4,6
2013-06-21 01:00:00,0.639209686288,0.0195903511539,0.0,0.0,0.103075727912,0.0323179294204,0.135393657332,0.0323179294204,0.0597397197629,0.0128695235716,0.0716845669617,0.284415886781,0.0584623318783,0.0,1.4490773104822001,1,4,6
2013-06-21 02:00:00,0.587918762119,0.0193145925452,0.0,0.0,0.0707120996965,0.0223642932709,0.0930763929674,0.0223642932709,0.0597397197629,0.0128695235716,0.0641951005342,0.280412378698,0.0609816465854,0.0,1.2939488030219999,2,4,6
2013-06-21 03:00:00,0.577305254863,0.0185849812266,0.0,0.0,0.0435970851574,0.0138835144076,0.057480599565,0.0138835144076,0.0597397197629,0.0128695235716,0.0735359875481,0.269819763559,0.0872156608558,0.0,1.2279156049246,3,4,6
2013-06-21 04:00:00,0.742888725175,0.0207393453564,0.0,0.0,0.044578516473,0.0140990769087,0.0586775933817,0.0140990769087,0.0628839163785,0.0135468669175,0.0853631352956,0.301097170464,0.204676042738,0.0,1.5626494659971,4,4,6
2013-06-21 05:00:00,1.10809151408,0.0239622740947,0.0,0.0,0.0621963796803,0.0195014876289,0.0816978673091,0.0195014876289,0.0848932926875,0.0182882669062,0.135604734988,0.347888171192,0.423075181002,0.0,2.3247006571976,5,4,6
2013-06-21 06:00:00,1.37346803047,0.025461711529,0.0,0.0,0.0907133479044,0.028444532553,0.119157880457,0.028444532553,0.135200470403,0.0291257673051,0.208909382217,0.369657246397,0.479773283689,0.0,2.8883561854775,6,4,6
2013-06-21 07:00:00,1.3094082741,0.0215264063852,0.0,0.0,0.097214036754,0.029720158545,0.126934195299,0.029720158545,0.100614275765,0.0216749836356,0.269481251481,0.312523849786,0.46153571813,0.0,2.7803533084258,7,4,6
2013-06-21 08:00:00,1.23190138826,0.01832071256,0.0,0.0,0.106444014811,0.0322116218413,0.138655636652,0.0322116218413,0.0565955311138,0.0121921802258,0.330413434083,0.265983068313,0.411417537875,0.0,2.6363467475761997,8,4,6
2013-06-21 09:00:00,1.28787450106,0.018751585386,0.0,0.0,0.183162940103,0.0543455501804,0.237508490283,0.0543455501804,0.0503071378827,0.010837493534,0.346380073072,0.272238549693,0.353958756597,0.0,2.8697106279715006,9,4,6
